,item,frequency,recency,frequency_ln,recency_ln,Cluster,Cluster_name
27441,ACCESORIES_1_001,218,9,5.389071729816501,2.302585092994046,Cluster 0,Emerging/Fading Items
27442,ACCESORIES_1_002,662,6,6.4967749901858625,1.9459101490553132,Cluster 0,Emerging/Fading Items
27443,ACCESORIES_1_003,43,1,3.784189633918261,0.6931471805599453,Cluster 4,New Items
27444,ACCESORIES_1_004,5181,1,8.552946361122055,0.6931471805599453,Cluster 2,Hot Items
27445,ACCESORIES_1_005,1079,4,6.984716320118266,1.6094379124341003,Cluster 0,Emerging/Fading Items
27446,ACCESORIES_1_006,930,1,6.836259277277067,0.6931471805599453,Cluster 1,Common Items
27447,ACCESORIES_1_007,256,5,5.54907608489522,1.791759469228055,Cluster 0,Emerging/Fading Items
27448,ACCESORIES_1_008,4723,1,8.460411177317253,0.6931471805599453,Cluster 2,Hot Items
27449,ACCESORIES_1_009,1373,6,7.2254814727822945,1.9459101490553132,Cluster 0,Emerging/Fading Items
27450,ACCESORIES_1_010,1500,2,7.313886831633462,1.0986122886681098,Cluster 1,Common Items
27451,ACCESORIES_1_011,71,35,4.276666119016055,3.58351893845611,Cluster 3,Bad/Old Items
27452,ACCESORIES_1_012,896,2,6.799055862058796,1.0986122886681098,Cluster 4,New Items
27453,ACCESORIES_1_013,447,1,6.104793232414985,0.6931471805599453,Cluster 4,New Items
27454,ACCESORIES_1_014,3071,2,8.030084094267563,1.0986122886681098,Cluster 1,Common Items
27455,ACCESORIES_1_015,4828,2,8.482394685873542,1.0986122886681098,Cluster 2,Hot Items
27456,ACCESORIES_1_016,5158,1,8.54849804124465,0.6931471805599453,Cluster 2,Hot Items
27457,ACCESORIES_1_017,2233,1,7.711548979629146,0.6931471805599453,Cluster 1,Common Items
27458,ACCESORIES_1_018,105,9,4.663439094112067,2.302585092994046,Cluster 0,Emerging/Fading Items
27459,ACCESORIES_1_019,4128,1,8.32579052588609,0.6931471805599453,Cluster 1,Common Items
27460,ACCESORIES_1_020,303,3,5.717027701406222,1.3862943611198906,Cluster 4,New Items
27461,ACCESORIES_1_021,302,19,5.713732805509369,2.995732273553991,Cluster 0,Emerging/Fading Items
27462,ACCESORIES_1_022,971,2,6.879355804460439,1.0986122886681098,Cluster 1,Common Items
27463,ACCESORIES_1_023,1011,1,6.919683849847411,0.6931471805599453,Cluster 1,Common Items
27464,ACCESORIES_1_024,194,14,5.272999558563747,2.70805020110221,Cluster 0,Emerging/Fading Items
27465,ACCESORIES_1_025,1123,3,7.024649030453636,1.3862943611198906,Cluster 1,Common Items
27466,ACCESORIES_1_026,301,1,5.71042701737487,0.6931471805599453,Cluster 4,New Items
27467,ACCESORIES_1_027,91,12,4.5217885770490405,2.5649493574615367,Cluster 0,Emerging/Fading Items
27468,ACCESORIES_1_028,667,1,6.504288173536645,0.6931471805599453,Cluster 4,New Items
27469,ACCESORIES_1_029,643,2,6.467698726104354,1.0986122886681098,Cluster 4,New Items
27470,ACCESORIES_1_030,2894,2,7.970740390007095,1.0986122886681098,Cluster 1,Common Items
27471,ACCESORIES_1_031,734,3,6.5998704992128365,1.3862943611198906,Cluster 4,New Items
27472,ACCESORIES_1_032,3763,2,8.23323750070527,1.0986122886681098,Cluster 1,Common Items
27473,ACCESORIES_1_033,163,8,5.099866427824199,2.1972245773362196,Cluster 0,Emerging/Fading Items
27474,ACCESORIES_1_034,381,2,5.945420608606575,1.0986122886681098,Cluster 4,New Items
27475,ACCESORIES_1_035,278,3,5.631211781821365,1.3862943611198906,Cluster 4,New Items
27476,ACCESORIES_1_036,1641,1,7.403670290012373,0.6931471805599453,Cluster 1,Common Items
27477,ACCESORIES_1_037,765,3,6.641182169740591,1.3862943611198906,Cluster 4,New Items
27478,ACCESORIES_1_038,694,9,6.543911845564792,2.302585092994046,Cluster 0,Emerging/Fading Items
27479,ACCESORIES_1_039,110,4,4.709530201312334,1.6094379124341003,Cluster 0,Emerging/Fading Items
27480,ACCESORIES_1_040,692,4,6.541029999189903,1.6094379124341003,Cluster 0,Emerging/Fading Items
27481,ACCESORIES_1_041,890,1,6.792344427470809,0.6931471805599453,Cluster 1,Common Items
27482,ACCESORIES_1_042,745,2,6.61472560020376,1.0986122886681098,Cluster 4,New Items
27483,ACCESORIES_1_043,3818,1,8.247743887225516,0.6931471805599453,Cluster 1,Common Items
27484,ACCESORIES_1_044,1352,2,7.210079628170788,1.0986122886681098,Cluster 1,Common Items
27485,ACCESORIES_1_045,58,2,4.07753744390572,1.0986122886681098,Cluster 4,New Items
27486,ACCESORIES_1_046,128,2,4.859812404361672,1.0986122886681098,Cluster 4,New Items
27487,ACCESORIES_1_047,1236,1,7.1204443723924875,0.6931471805599453,Cluster 1,Common Items
27488,ACCESORIES_1_048,7816,1,8.96405612822033,0.6931471805599453,Cluster 2,Hot Items
27489,ACCESORIES_1_049,293,3,5.683579767338681,1.3862943611198906,Cluster 4,New Items
27490,ACCESORIES_1_050,590,1,6.3818160174060985,0.6931471805599453,Cluster 4,New Items
27491,ACCESORIES_1_051,183,15,5.214935757608986,2.772588722239781,Cluster 0,Emerging/Fading Items
27492,ACCESORIES_1_052,54,41,4.007333185232471,3.7376696182833684,Cluster 3,Bad/Old Items
27493,ACCESORIES_1_053,263,3,5.575949103146316,1.3862943611198906,Cluster 4,New Items
27494,ACCESORIES_1_054,40,17,3.713572066704308,2.8903717578961645,Cluster 0,Emerging/Fading Items
27495,ACCESORIES_1_055,1095,1,6.999422467507961,0.6931471805599453,Cluster 1,Common Items
27496,ACCESORIES_1_056,2523,1,7.8336002236611035,0.6931471805599453,Cluster 1,Common Items
27497,ACCESORIES_1_057,723,3,6.584791392385716,1.3862943611198906,Cluster 4,New Items
27498,ACCESORIES_1_058,715,1,6.573680166960646,0.6931471805599453,Cluster 4,New Items
27499,ACCESORIES_1_060,135,1,4.912654885736052,0.6931471805599453,Cluster 4,New Items
27500,ACCESORIES_1_061,702,10,6.555356891810665,2.3978952727983707,Cluster 0,Emerging/Fading Items
27501,ACCESORIES_1_062,71,10,4.276666119016055,2.3978952727983707,Cluster 0,Emerging/Fading Items
27502,ACCESORIES_1_063,514,3,6.244166900663736,1.3862943611198906,Cluster 4,New Items
27503,ACCESORIES_1_064,830,2,6.7226297948554485,1.0986122886681098,Cluster 4,New Items
27504,ACCESORIES_1_065,60,3,4.110873864173311,1.3862943611198906,Cluster 4,New Items
27505,ACCESORIES_1_066,291,15,5.676753802268282,2.772588722239781,Cluster 0,Emerging/Fading Items
27506,ACCESORIES_1_067,6376,3,8.760453046315272,1.3862943611198906,Cluster 2,Hot Items
27507,ACCESORIES_1_068,615,23,6.423246963533519,3.1780538303479458,Cluster 3,Bad/Old Items
27508,ACCESORIES_1_069,144,24,4.976733742420574,3.2188758248682006,Cluster 3,Bad/Old Items
27509,ACCESORIES_1_070,139,7,4.941642422609304,2.0794415416798357,Cluster 0,Emerging/Fading Items
27510,ACCESORIES_1_072,1571,2,7.360103972989152,1.0986122886681098,Cluster 1,Common Items
27511,ACCESORIES_1_073,1316,2,7.183111701743281,1.0986122886681098,Cluster 1,Common Items
27512,ACCESORIES_1_074,1107,2,7.010311867307229,1.0986122886681098,Cluster 1,Common Items
27513,ACCESORIES_1_075,645,4,6.470799503782602,1.6094379124341003,Cluster 0,Emerging/Fading Items
27514,ACCESORIES_1_076,657,3,6.489204931325317,1.3862943611198906,Cluster 4,New Items
27515,ACCESORIES_1_077,216,1,5.37989735354046,0.6931471805599453,Cluster 4,New Items
27516,ACCESORIES_1_078,1061,1,6.967909201801884,0.6931471805599453,Cluster 1,Common Items
27517,ACCESORIES_1_079,623,9,6.436150368369428,2.302585092994046,Cluster 0,Emerging/Fading Items
27518,ACCESORIES_1_080,1709,1,7.444248649496705,0.6931471805599453,Cluster 1,Common Items
27519,ACCESORIES_1_081,235,2,5.4638318050256105,1.0986122886681098,Cluster 4,New Items
27520,ACCESORIES_1_082,210,10,5.351858133476067,2.3978952727983707,Cluster 0,Emerging/Fading Items
27521,ACCESORIES_1_083,64,21,4.174387269895637,3.091042453358316,Cluster 0,Emerging/Fading Items
27522,ACCESORIES_1_084,1224,7,7.110696122978827,2.0794415416798357,Cluster 0,Emerging/Fading Items
27523,ACCESORIES_1_085,445,2,6.100318952020064,1.0986122886681098,Cluster 4,New Items
27524,ACCESORIES_1_086,777,2,6.656726524178391,1.0986122886681098,Cluster 4,New Items
27525,ACCESORIES_1_087,771,1,6.648984550024776,0.6931471805599453,Cluster 4,New Items
27526,ACCESORIES_1_088,651,2,6.480044561926653,1.0986122886681098,Cluster 4,New Items
27527,ACCESORIES_1_089,1873,4,7.535830462798367,1.6094379124341003,Cluster 1,Common Items
27528,ACCESORIES_1_090,763,1,6.638567789166521,0.6931471805599453,Cluster 4,New Items
27529,ACCESORIES_1_091,265,3,5.583496308781699,1.3862943611198906,Cluster 4,New Items
27530,ACCESORIES_1_092,782,2,6.663132695990803,1.0986122886681098,Cluster 4,New Items
27531,ACCESORIES_1_093,177,4,5.181783550292085,1.6094379124341003,Cluster 0,Emerging/Fading Items
27532,ACCESORIES_1_094,210,5,5.351858133476067,1.791759469228055,Cluster 0,Emerging/Fading Items
27533,ACCESORIES_1_095,264,6,5.579729825986222,1.9459101490553132,Cluster 0,Emerging/Fading Items
27534,ACCESORIES_1_097,886,1,6.787844982309579,0.6931471805599453,Cluster 4,New Items
27535,ACCESORIES_1_098,667,1,6.504288173536645,0.6931471805599453,Cluster 4,New Items
27536,ACCESORIES_1_099,1401,2,7.2456550675945355,1.0986122886681098,Cluster 1,Common Items
27537,ACCESORIES_1_100,381,1,5.945420608606575,0.6931471805599453,Cluster 4,New Items
27538,ACCESORIES_1_102,263,1,5.575949103146316,0.6931471805599453,Cluster 4,New Items
27539,ACCESORIES_1_103,6510,2,8.781248333236862,1.0986122886681098,Cluster 2,Hot Items
27540,ACCESORIES_1_104,199,1,5.298317366548036,0.6931471805599453,Cluster 4,New Items
27541,ACCESORIES_1_105,687,1,6.5337888379333435,0.6931471805599453,Cluster 4,New Items
27542,ACCESORIES_1_106,299,1,5.703782474656201,0.6931471805599453,Cluster 4,New Items
27543,ACCESORIES_1_107,355,24,5.87493073085203,3.2188758248682006,Cluster 3,Bad/Old Items
27544,ACCESORIES_1_108,1861,2,7.529406457837013,1.0986122886681098,Cluster 1,Common Items
27545,ACCESORIES_1_109,489,3,6.194405391104672,1.3862943611198906,Cluster 4,New Items
27546,ACCESORIES_1_110,283,8,5.648974238161206,2.1972245773362196,Cluster 0,Emerging/Fading Items
27547,ACCESORIES_1_111,830,3,6.7226297948554485,1.3862943611198906,Cluster 4,New Items
27548,ACCESORIES_1_112,300,8,5.707110264748875,2.1972245773362196,Cluster 0,Emerging/Fading Items
27549,ACCESORIES_1_113,102,1,4.634728988229636,0.6931471805599453,Cluster 4,New Items
27550,ACCESORIES_1_114,265,5,5.583496308781699,1.791759469228055,Cluster 0,Emerging/Fading Items
27551,ACCESORIES_1_115,1264,1,7.142827401161621,0.6931471805599453,Cluster 1,Common Items
27552,ACCESORIES_1_116,218,7,5.389071729816501,2.0794415416798357,Cluster 0,Emerging/Fading Items
27553,ACCESORIES_1_117,326,2,5.7899601708972535,1.0986122886681098,Cluster 4,New Items
27554,ACCESORIES_1_118,320,2,5.771441123130016,1.0986122886681098,Cluster 4,New Items
27555,ACCESORIES_1_119,346,6,5.849324779946859,1.9459101490553132,Cluster 0,Emerging/Fading Items
27556,ACCESORIES_1_120,315,1,5.755742213586912,0.6931471805599453,Cluster 4,New Items
27557,ACCESORIES_1_121,259,2,5.560681631015528,1.0986122886681098,Cluster 4,New Items
27558,ACCESORIES_1_122,226,6,5.424950017481403,1.9459101490553132,Cluster 0,Emerging/Fading Items
27559,ACCESORIES_1_123,177,1,5.181783550292085,0.6931471805599453,Cluster 4,New Items
27560,ACCESORIES_1_124,545,3,6.302618975744905,1.3862943611198906,Cluster 4,New Items
27561,ACCESORIES_1_125,63,2,4.1588830833596715,1.0986122886681098,Cluster 4,New Items
27562,ACCESORIES_1_126,84,3,4.442651256490317,1.3862943611198906,Cluster 4,New Items
27563,ACCESORIES_1_127,532,1,6.278521424165844,0.6931471805599453,Cluster 4,New Items
27564,ACCESORIES_1_128,284,3,5.652489180268651,1.3862943611198906,Cluster 4,New Items
27565,ACCESORIES_1_129,987,1,6.895682697747868,0.6931471805599453,Cluster 1,Common Items
27566,ACCESORIES_1_130,727,2,6.590301048196686,1.0986122886681098,Cluster 4,New Items
27567,ACCESORIES_1_131,1169,10,7.064759027791802,2.3978952727983707,Cluster 0,Emerging/Fading Items
27568,ACCESORIES_1_132,839,1,6.733401891837359,0.6931471805599453,Cluster 4,New Items
27569,ACCESORIES_1_133,303,194,5.717027701406222,5.272999558563747,Cluster 3,Bad/Old Items
27570,ACCESORIES_1_134,5412,1,8.596558746796978,0.6931471805599453,Cluster 2,Hot Items
27571,ACCESORIES_1_135,130,2,4.875197323201151,1.0986122886681098,Cluster 4,New Items
27572,ACCESORIES_1_136,81,33,4.406719247264253,3.5263605246161616,Cluster 3,Bad/Old Items
27573,ACCESORIES_1_137,412,13,6.023447592961033,2.6390573296152584,Cluster 0,Emerging/Fading Items
27574,ACCESORIES_1_138,162,2,5.093750200806762,1.0986122886681098,Cluster 4,New Items
27575,ACCESORIES_1_139,405,9,6.0063531596017325,2.302585092994046,Cluster 0,Emerging/Fading Items
27576,ACCESORIES_1_140,553,2,6.317164686747284,1.0986122886681098,Cluster 4,New Items
27577,ACCESORIES_1_141,1138,3,7.037905963447182,1.3862943611198906,Cluster 1,Common Items
27578,ACCESORIES_1_142,3473,1,8.153061946801051,0.6931471805599453,Cluster 1,Common Items
27579,ACCESORIES_1_143,552,12,6.315358001522335,2.5649493574615367,Cluster 0,Emerging/Fading Items
27580,ACCESORIES_1_144,558,4,6.326149473155099,1.6094379124341003,Cluster 0,Emerging/Fading Items
27581,ACCESORIES_1_145,413,14,6.025865973825314,2.70805020110221,Cluster 0,Emerging/Fading Items
27582,ACCESORIES_1_146,499,1,6.214608098422191,0.6931471805599453,Cluster 4,New Items
27583,ACCESORIES_1_147,2312,1,7.746300662231439,0.6931471805599453,Cluster 1,Common Items
27584,ACCESORIES_1_148,855,2,6.752270376141742,1.0986122886681098,Cluster 4,New Items
27585,ACCESORIES_1_149,1182,1,7.075808863978387,0.6931471805599453,Cluster 1,Common Items
27586,ACCESORIES_1_150,889,1,6.7912214627261855,0.6931471805599453,Cluster 1,Common Items
27587,ACCESORIES_1_151,1776,1,7.482681828154651,0.6931471805599453,Cluster 1,Common Items
27588,ACCESORIES_1_152,228,2,5.43372200355424,1.0986122886681098,Cluster 4,New Items
27589,ACCESORIES_1_153,3322,1,8.108623268354595,0.6931471805599453,Cluster 1,Common Items
27590,ACCESORIES_1_154,365,1,5.902633333401366,0.6931471805599453,Cluster 4,New Items
27591,ACCESORIES_1_155,290,1,5.673323267171493,0.6931471805599453,Cluster 4,New Items
27592,ACCESORIES_1_156,314,1,5.752572638825633,0.6931471805599453,Cluster 4,New Items
27593,ACCESORIES_1_157,407,4,6.0112671744041615,1.6094379124341003,Cluster 0,Emerging/Fading Items
27594,ACCESORIES_1_158,1619,1,7.3901814282264295,0.6931471805599453,Cluster 1,Common Items
